"","F1"
"1",1.92807821341933
"2",1.92807821341933
"3",1.24867116729526
"4",1.92807821341933
"5",1.24867116729526
"6",1.13710833122284
"7",1.36664492409854
"8",1.03109282936098
"9",2.10047048434398
"10",1.36664492409855
"11",1.24867116729526
"12",1.49208525576961
"13",-1.26819374670116
"14",-0.872553987518317
"15",-1.00398115238706
"16",-1.13569186032418
"17",-1.74583187708448
"18",-0.872553987518317
"19",-1.33490166267053
"20",-1.069769361505
"21",-2.03561949676536
"22",-1.20181204068927
"23",-1.81679372176674
"24",-1.20181204068927
"25",-1.00398115238706
"26",-0.541813115503844
"27",-0.60848090193156
"28",-0.674818530277948
"29",-0.740897556957402
"30",-0.407185008210064
"31",-0.872553987518318
"32",-0.872553987518318
"33",0.086917927737389
"34",0.396384658470443
"35",0.316409059119352
"36",-0.339063883700445
"37",0.238298223851805
"38",0.396384658470442
"39",0.16185885279412
"40",-0.0590769862807425
"41",-0.20076858914524
"42",0.238298223851804
"43",-0.270289582177081
"44",-0.407185008210065
"45",1.03109282936098
"46",0.929909814730013
"47",1.36664492409854
"48",0.739741711745492
"49",-0.20076858914524
"50",-0.0590769862807432
"51",-0.20076858914524
"52",-0.130400516830917
"53",0.739741711745491
"54",0.929909814730012
"55",0.649820610378373
"56",0.396384658470442
"57",1.24867116729526
"58",0.739741711745492
"59",0.562827689227855
"60",0.478442289404827
"61",0.396384658470443
"62",0.238298223851804
"63",0.013319670460351
"64",0.16185885279412
"65",1.77093103687245
"66",1.62629960489221
"67",1.36664492409854
"68",1.36664492409854
"69",-1.6063412446921
"70",-1.13569186032418
"71",-0.872553987518317
"72",-0.872553987518318
"73",-0.938263908836625
"74",-0.270289582177082
"75",-0.740897556957401
"76",-0.608480901931561
"77",-1.40200171032191
"78",-0.541813115503844
"79",-1.069769361505
"80",-0.674818530277948
"81",-1.069769361505
"82",-0.339063883700444
"83",-0.407185008210065
"84",-0.674818530277948
"85",-0.0590769862807432
"86",0.0133196704603517
"87",-0.0590769862807429
"88",-0.0590769862807429
