"","F1"
"1",3.1780781358841
"2",2.17000520188993
"3",2.61305789941905
"4",2.37940140687689
"5",2.87675580462583
"6",2.37940140687689
"7",2.61305789941905
"8",2.37940140687689
"9",3.52681228790073
"10",2.61305789941905
"11",2.87675580462583
"12",2.17000520188993
"13",-2.67900450697629
"14",-2.87899104618503
"15",-1.85099669751894
"16",-2.49412261208556
"17",-1.42450157894674
"18",-1.85099669751894
"19",-1.63414853258774
"20",-1.49376793755935
"21",-2.77686385934908
"22",-2.40628952450447
"23",-2.49412261208555
"24",-2.00122691090139
"25",0.48685355136593
"26",0.0598463659946289
"27",0.0598463659946289
"28",0.396412561038849
"29",-1.92545045763399
"30",-1.92545045763399
"31",-2.00122691090139
"32",-1.56361560624597
"33",0.396412561038849
"34",-0.0966150233853215
"35",0.14071720315478
"36",-0.0966150233853209
"37",0.308760630922533
"38",0.396412561038849
"39",0.308760630922533
"40",-0.0966150233853218
"41",-1.42450157894674
"42",-1.63414853258774
"43",-1.63414853258774
"44",-1.42450157894674
"45",1.10981858670376
"46",1.49979685163231
"47",1.23209536046643
"48",1.49979685163231
"49",0.308760630922534
"50",0.223613185055086
"51",0.223613185055086
"52",0.308760630922534
"53",1.49979685163231
"54",0.883677786145492
"55",1.64773744657591
"56",0.993941270526516
"57",2.37940140687689
"58",2.17000520188993
"59",2.37940140687689
"60",1.64773744657591
"61",0.883677786145492
"62",0.223613185055087
"63",-0.0192029529679848
"64",0.223613185055086
"65",1.80723849153302
"66",1.64773744657591
"67",1.10981858670376
"68",0.993941270526517
"69",-2.6790045069763
"70",-1.70547673450467
"71",-2.00122691090139
"72",-1.63414853258774
"73",-1.35571760383501
"74",-0.0966150233853212
"75",-1.35571760383502
"76",-0.8119237028116
"77",-2.00122691090139
"78",-1.7777174895398
"79",-1.85099669751894
"80",-1.42450157894674
"81",-0.247184063881327
"82",-0.0966150233853216
"83",-0.320635880343829
"84",-0.320635880343829
"85",-0.605186979413182
"86",-0.172557555477401
"87",-0.464529979094124
"88",-0.247184063881327
