"","F1"
"1",-2.55551888649899
"2",-4.36105212441446
"3",-1.33898088539363
"4",-0.590094872025519
"5",-1.10944645354728
"6",-1.40839834322501
"7",-1.18343914305581
"8",-2.65590184769655
"9",-3.04406938168384
"10",-1.0192224988614
"11",-1.60823537898773
"12",-1.53874321701288
"13",0.596478231169113
"14",0.360596058464381
"15",0.207985453889945
"16",-0.738093658176349
"17",-0.395938095928089
"18",0.67833985923404
"19",-0.652276534716808
"20",-2.19654491943903
"21",1.29425348879502
"22",0.800877319132952
"23",1.36879679228419
"24",2.77363731378306
"25",0.587920068425111
"26",-1.79631853474797
"27",1.39218487365169
"28",-0.380694738133317
"29",1.59735314260777
"30",0.800865095354308
"31",0.775613231660126
"32",0.46483214498785
"33",1.76357042005489
"34",2.15828560207337
"35",1.95847948273283
"36",-1.25703183009959
"37",-0.505895457098948
"38",-0.362492066697396
"39",0.000745796205805076
"40",-3.01206485254107
"41",-1.01794561837186
"42",-1.79084633783355
"43",-0.994817517396368
