"","F1"
"1",-1.82033386537904
"2",-1.83130913298045
"3",-1.50731186995708
"4",-0.955637273626782
"5",-1.3694891054567
"6",-1.42298798285394
"7",-0.7796307643121
"8",-2.29808185393274
"9",-1.42329508002797
"10",-1.11693537290625
"11",-0.199003050790194
"12",-0.858310530612681
"13",1.03161307177601
"14",0.553327181505835
"15",1.19845195550175
"16",0.591319053136639
"17",0.356460661554663
"18",1.65087619147073
"19",-0.796240030385869
"20",-1.71307636364374
"21",2.20839946175931
"22",1.35018379201224
"23",2.48912856671262
"24",4.19588955355659
"25",0.962250031971658
"26",-1.59003654819334
"27",1.73751802616538
"28",-0.798552455794246
"29",1.24482894965803
"30",1.08675276505438
"31",0.730799074487466
"32",0.403549046289336
"33",3.35358590096534
"34",3.02102510917268
"35",2.66785557999998
"36",-1.44205696352318
"37",-0.598587726600437
"38",-0.386071739662037
"39",-0.206130177898745
"40",-1.6508300617565
"41",-1.2563495630962
"42",-1.39397848920299
"43",-0.963201028117233
