z1,z2,z3
0,2.10396765701929,-2.7094315537291
0,0.339169291091626,-0.183908564849871
0,-0.191443095882901,0.765071387260244
0,1.79865496884655,-1.23692893627542
0,6.08521451942374,-6.71688826513081
0,1.70855787537396,0.445671513641261
0,2.20666653189896,-2.04401909307608
0,1.93720032708116,-0.767849869368122
0,5.27980347317102,2.32226424293207
0,1.14417773891669,-1.35484683371798
0,2.01865678898502,-0.528232476840441
0,1.00490220501973,-2.98429651155305
0,2.20009526006407,2.27020654081041
0,2.44038440619315,-1.13769623057499
0,5.74769886990469,-2.22380026172289
0,0.193498123176697,1.32936193103272
0,0.940495175840439,4.28967835501745
0,-0.25857846746232,2.68855920828022
0,0.566298359838973,-1.02332103634108
0,0.115718328113374,1.32355790768243
0,0.31352479233506,-0.279725905902722
0,-0.215711072413598,2.6628392668825
0,0.734329313479555,-1.11104628660169
0,0.371837455472036,0.629301246203546
0,0.16412641117097,1.32628346767644
0,1.91815193630365,-0.527411879513655
0,1.27243950417952,3.45197272824187
0,4.30722169650432,0.340394005917391
0,1.92524194746275,3.88019354724513
0,2.15175630990717,-1.06919098538081
0,0.505098775991292,-0.638042673435766
0,0.264045367242907,-2.69211509363759
0,-0.196885406907752,-2.28667469997043
0,2.51038670742507,-7.89533532895932
0,0.879784586527588,-2.29084829468079
0,0.511514672910807,-1.40147262099089
0,1.7761495418394,0.657250445379879
0,1.19307628723668,-1.38568398060113
0,4.78685195631031,0.410863697933458
0,0.579886263925525,-2.39163715936545
0,3.82083553289275,-0.19235590302701
0,3.68264682264496,1.04931700395432
0,2.4486637015852,-0.53490551720336
0,2.78976714047195,0.941698844968262
0,3.48284396815464,2.43816999261957
0,2.1640613208105,-0.794265276929345
0,3.83180234357221,-0.192406783908313
0,2.72531525227531,-0.544699309867909
0,2.8804500638189,0.412193578626129
0,3.42538009561549,2.39440022224178
0,36.4015874108957,20.7767466856911
0,3.82087507513951,-0.192356070520375
0,4.76943567200616,0.408373883163016
0,2.31303798742317,0.482989758115948
0,2.11868220374871,0.409677362860096
0,1.08261950039575,-0.809091276045646
0,0.277806036660558,3.7784125145363
0,2.8758671160239,5.57600758301111
0,-0.525931442875597,2.60151991361507
0,1.24124541885844,-1.03285730027107
0,2.03472237430075,3.70192235811014
0,0.390485017393092,3.10886088224985
0,3.18363200330813,6.59310394647193
0,-0.130045964878359,1.50367986515243
0,5.05061570676973,10.6055197534461
0,0.044494542800965,0.0411292256416486
0,1.01783177879062,3.17670797718426
0,0.706678856009079,-0.212916822417726
0,-0.0350411647094779,3.74328066499724
0,1.14851591895232,-1.35757142607189
0,1.96134441288904,-2.55832938915823
0,-0.292149044278063,2.39304612895964
0,0.858433471248827,-0.3425015298998
0,-17.0646694306193,53.7188456743656
0,1.12464394506221,-2.89444998893335
0,0.888419722053263,-2.53689532441443
0,2.73675860059153,1.41284596336486
0,3.35483829808793,-6.31537746599095
0,0.60335946676179,-3.03000771859761
0,5.37578508807987,-0.961836683843916
0,0.879108546707317,-1.51857226237247
0,1.78996112560722,-3.04402317365586
0,3.1065139233215,-0.207724748325578
0,1.68703511999861,-1.44442656541013
0,3.07344529301547,-0.209293455736252
0,5.20585871508093,3.07513087476907
0,1.63421266339003,-1.17814250761237
0,1.5025095616543,-1.13030359179961
0,1.30639154452543,-0.344501529307749
0,2.70365713840031,0.0697736700668085
0,1.70241836949747,1.65354087673622
0,3.99261101930084,-0.672359239948953
0,2.651102538227,0.0599189342248118
0,2.32705585604373,-0.814370642802098
0,2.11626526979581,1.61608738305784
0,2.34668750473536,-1.76814000905987
0,9.82084391416633,4.30705625304933
0,1.45251124528005,-5.18156195453727
0,2.9622477140569,1.80432695891267
0,2.13125179062792,-0.0394016161471454
0,8.177422034957,-1.78417622335553
0,3.39517404585618,-1.40031845446544
