a1,d,g,u
5.83163771837543,10.0104471833683,7.31672813217732e-06,1
4.59630970289366,9.18112886501445,1.01952154199401e-05,1
54.5995487416732,103.743033736668,5.42331533069743e-06,1
54.5995487416732,103.743033736668,5.42331533069743e-06,1
59.6377019690375,77.3903687750662,0.166735428453733,1
3.24970780707656,4.17859242622848,6.94888527406176e-06,1
57.1120900033114,63.2615037459003,2.56760942503725e-06,1
3.09595906754116,4.7269532137524,9.36677866159505e-06,1
28.4890180132885,65.3777001449351,8.11345614482876e-06,1
69.1099810213963,34.6056828841656,1.79687116787994e-06,1
57.6631217782831,86.447505951038,3.38945560836516e-06,1
50.7684551526732,44.3665549715735,2.01871136900122e-06,1
28.4890180132885,65.3777001449351,8.11345614482876e-06,1
69.1099810213964,34.6056828841655,1.79687116787994e-06,1
2.78868649298823,5.02593940351462,1.37383155746007e-05,1
1.35189244353326,-2.34045750751425,1.63913669042995e-06,1
1.62524366148186,2.2573911056279,1.38812608639371e-05,1
61.9551143689175,-17.8682813449781,0.166921043961343,1
2.39548063283693,-1.43992279352387,1.54672791991396e-06,1
1.54594584994697,-2.49920593913517,1.48137745945147e-06,1
1.17069742562709,-2.72589776057316,1.75029519975785e-06,1
3.36165353523828,3.52465774490614,5.49989642239846e-05,1
1.54830558987115,-2.05781066395265,1.53474049324852e-06,1
3.37253809063553,-0.340814396858817,2.03428400371436e-06,1
2.02705702284827,2.69864177724198,8.42328720213409e-06,1
57.6321386198791,-17.0668869432298,0.666811976664432,1
2.39622371246344,-1.4403541138744,1.54814518997362e-06,1
69.2090738446148,6.83651664246809,1.46510914513696e-06,1
2.62208244330602,0.350623476844032,2.66820028768092e-06,1
1.85706868148827,3.57334544391169,1.57441189793953e-05,1
54.5995487416731,103.743033736668,5.4233153306975e-06,1
28.4890180132885,65.377700144935,8.11345614482876e-06,1
28.4890180132885,65.377700144935,8.11345614482876e-06,1
3.37253809063553,-0.340814396858817,2.03428400371436e-06,1
2.25249814943615,1.3345282474437,5.08993779022925e-06,1
32.2672836251154,99.917562030974,1.6548131157613e-05,1
54.5995487416732,103.743033736668,5.4233153306975e-06,1
1.32695654380503,4.00692039310421,5.05333822846442e-05,1
54.4622935035989,92.1918773709239,0.500399352233595,1
26.4375832680955,60.2620019744623,0.50130328348706,1
60.5529178848396,78.672181338972,2.69800831271924e-06,1
