a1,d,g,u
1,2.20609862945889,0,1
1,4.57691231118103,0,1
1,0.650964038122944,0,1
1,-1.1407580249553,0,1
1,-1.08572636580891,0,1
1,-2.15797763584056,0,1
1,-0.712681095869827,0,1
1,-1.08572636580891,0,1
1,0.236759614176658,0,1
1,0.187962827785642,0,1
1,-0.131195361225009,0,1
1,0.946019237095269,0,1
1,-2.26636217216565,0,1
1,-0.155944993538949,0,1
1,0.163543103996963,0,1
1,0.0656864684315873,0,1
1,0.163543103996963,0,1
1,0.871800927186393,0,1
1,-0.255321633029243,0,1
1,-3.69243155389136,0,1
1,0.529009020321635,0,1
1,0.309871301447958,0,1
1,-0.155944993538949,0,1
1,1.22235378004121,0,1
1,0.309871301447958,0,1
1,-0.230417502557824,0,1
1,0.553375865013746,0,1
1,0.480298504891397,0,1
1,0.896498449076415,0,1
1,-0.686719011618926,0,1
1,-0.0079350267904697,0,1
1,-0.405704521231957,0,1
1,0.675401008453666,0,1
1,-0.923451898333134,0,1
1,0.896498449076415,0,1
1,0.675401008453666,0,1
1,0.94601923709527,0,1
1,0.896498449076415,0,1
1,-0.532477025591276,0,1
1,0.602141964134065,0,1
1,0.114653366643267,0,1
1,3.01570563332923,0,1
1,0.0901803191124923,0,1
1,1.22235378004121,0,1
1,0.94601923709527,0,1
1,3.27410651927867,0,1
1,1.75529948390417,0,1
1,1.42939393819173,0,1
1,2.37341134452203,0,1
1,0.602141964134065,0,1
1,1.24789991522512,0,1
1,-0.155944993538949,0,1
1,-0.205554447637571,0,1
1,0.065686468431587,0,1
1,2.23870034733992,0,1
1,-0.583614774368496,0,1
1,0.212367820048027,0,1
1,0.529009020321636,0,1
1,-0.0571478201121432,0,1
1,0.382920571911939,0,1
1,3.21898659394137,0,1
1,4.57691231118103,0,1
1,2.79147039673315,0,1
1,2.23870034733992,0,1
1,1.32507556678904,0,1
1,0.650964038122945,0,1
1,0.602141964134065,0,1
1,-2.15797763584056,0,1
1,-0.50700411200246,0,1
1,-1.25241709025941,0,1
1,-1.42443592313077,0,1
1,-0.405704521231958,0,1
1,-0.712681095869828,0,1
1,-4.83900692370806,0,1
1,-0.230417502557824,0,1
1,0.187962827785642,0,1
1,1.22235378004121,0,1
1,-0.355382740989478,0,1
1,1.61675543558472,0,1
