a1,d,g,u
21.8306016601207,-22.0974678604451,0.794594134706307,1
0.135688558139896,3.36240032453286,0.217204851181378,1
5.6871990451985,-5.13156175783505,0.52454862803463,1
34.4902149695138,-38.3326720717025,0.262561337106196,1
23.0419591612876,-27.3045739801644,0.282790444513161,1
1.44202276896732,-1.71050133867267,0.0001050548077188,1
3.7209567622541,-0.927101573195124,4.7830755230153e-06,1
4.01492844668572,-1.54875998646472,1.3297741936623e-05,1
4.6690550302924,-0.143566798962059,0.112543461936866,1
6.30052646120295,0.316431346704701,0.0351327072366443,1
4.50470602037517,-0.108202165502523,6.26914247224741e-06,1
0.773759375679076,0.738067646973556,6.72307800535376e-05,1
2.79444917280804,-3.10350762758046,0.0567284533017422,1
4.02799380068165,-0.126084888503312,5.61082935116522e-06,1
4.49264675412028,-0.185200368366923,0.0984784216620092,1
4.78745500299588,0.255505290751393,6.6147204234662e-06,1
0.594513283219792,0.14213841733576,0.0010652223409955,1
2.68440707090139,-2.55632066579705,0.550132036109626,1
5.6527431690944,-1.20379919511801,0.0926662408852739,1
0.684565174435159,-2.67885180471575,8.47492257021269e-05,1
4.26452526377674,1.07571788366466,8.94057210112082e-06,1
5.44879810997057,0.820527975419385,6.00234579401265e-06,1
3.46744734583438,-0.0980790348272957,7.21643570118498e-06,1
8.18237488325588,3.72411815026301,0.0763790999786515,1
7.85553077829132,0.95892454617412,0.0178039588883116,1
3.11926081148575,-0.180141678384055,1.61050998200459e-05,1
2.4301290009661,-1.31446454315823,0.401104161571605,1
5.72307932990488,1.26725099413127,2.33155389599569e-05,1
8.98318486409712,3.52511021921477,7.21394016468256e-06,1
3.70424746625125,-2.46730914179802,0.2005618756985,1
2.06467732327174,0.103142243854353,1.1116319203956e-05,1
4.73106583676022,-0.620889531648436,4.59353032944112e-06,1
5.52512228566418,1.34296270742121,0.0539405001051347,1
4.36015321723393,-1.52839204238243,0.0166563643129453,1
2.13892617834285,1.08433071427638,1.96211604961798e-05,1
3.41366764078051,0.95401417869139,0.0434002869859816,1
3.64963720618913,1.64060386857603,1.26946898441169e-05,1
6.81696847992822,0.166721085651622,0.272259762125964,1
5.7075230214409,-1.23577685732456,0.0252605402185664,1
5.12868615675234,0.657417669610639,0.117367745360017,1
8.95978113220199,-0.536447995469706,0.0830972600039506,1
0.519187565267861,2.31034899693466,0.0187139187260779,1
5.47179764378944,-0.447954859260446,0.101107033632228,1
1.23443832278629,1.11173775123588,5.20102683714908e-05,1
4.97554306023716,0.499075527461668,0.249225281940479,1
0.28730639880422,2.44561856360591,0.0088152120040565,1
2.03800110718409,2.06224367334178,0.000186293433201,1
8.00036509348002,-0.209210131667079,0.450674498424153,1
0.45529393655009,1.701183162674,0.0374141693426986,1
2.97684759620339,0.926236736523932,4.14945952543955e-05,1
5.87582138241172,-1.11663037414055,0.471099325827846,1
6.05902659432547,-0.986732670050704,0.085472432112987,1
6.03895208631038,-2.32549726818024,0.202353678947991,1
2.95927145804138,-0.0887442014714229,0.0675417737333368,1
1.83153038374281,2.5159985360762,4.53213611165032e-05,1
0.261746287194208,-0.376457788886818,0.0004402100319764,1
2.86053243751713,0.11687368673825,0.0666686528076528,1
3.01208644405549,0.680123416287236,0.0394805638816293,1
2.29545248103602,0.0537273708236898,1.72150170834433e-05,1
5.64534708856627,0.528511861804705,0.0678694126019079,1
-0.0872366421471818,2.19435229352426,0.110112979461186,1
0.001518925166893,3.45660883192561,0.119550270119165,1
-0.140178927278058,1.82603378257504,0.102630423481005,1
3.96611216279025,-2.63410456676197,0.765934487983505,1
2.59944450585349,-2.38629622928457,0.628598854349248,1
-0.188753446847054,0.349984301705043,0.0002595023476854,1
4.34957405597524,1.2306147939678,1.04987253040354e-05,1
3.55901560469365,-2.83427793930176,3.51957534761744e-06,1
5.26110527505825,-3.44643627679863,0.245386272370053,1
3.26163048788737,-1.51899874055008,6.11224726421235e-06,1
3.36415509443803,-1.7776367493709,3.88938715034924e-06,1
3.94971232667837,-0.512660572339815,6.56676621923336e-06,1
2.7140031782027,-0.928462756131973,0.0420726667069387,1
2.33709532238535,-5.02150702801441,3.3324847464702e-06,1
3.67484237803513,-0.471315843099876,0.0460614480458732,1
3.38804790146702,0.396961530321579,5.81805327366019e-06,1
10.5224891174243,3.16011401465995,0.211545469478825,1
2.49608541829667,-0.281451022093274,6.07172804099429e-06,1
3.47147457630426,2.26247469620775,0.126300858344067,1
