a1,d,g,u
5.58303305040834,1.8587531351722,2.59424814168741e-06,1
43.3920724332396,108.192379603798,6.947515316302e-06,1
32.0294146658562,46.1127960531576,4.13372930087062e-06,1
3.24096437521588,8.04079881595243,1.89032498041196e-05,1
32.0294146658563,46.1127960531577,4.13372930087062e-06,1
5.70279830692153,4.22622171238357,3.39675510533973e-06,1
69.8309672239449,21.1094948810347,0.100011948593825,1
64.3144515738894,45.0648589342589,2.5928928201256e-06,1
2.94604866446319,-0.121876285266616,2.3783570835052e-06,1
2.39286134935909,0.900679290858979,2.94729144713337e-06,1
2.49091990068997,2.04789398367733,5.45735250268942e-06,1
1.01823458485732,-0.61624690406281,4.16609197149745e-06,1
2.81309241070498,4.72148786850195,7.7326925306454e-06,1
64.3144515738894,45.0648589342589,2.59289282012555e-06,1
4.26099732751949,4.25486331711408,4.82857051550697e-06,1
2.16248023990102,0.836395570234052,3.44526464631533e-06,1
50.452871490139,54.1682882258751,2.95590530772772e-06,1
4.26099732751949,4.25486331711408,4.82857051550697e-06,1
2.22317572473212,-1.49720894900408,3.35999892011753e-06,1
61.3429401502609,-55.2754008143314,1.21394121219481e-06,1
61.3429401502609,-55.2754008143315,1.21394121219481e-06,1
23.4365852539379,28.1265318921429,4.12886823829212e-06,1
1.14367384888883,-2.53453637348424,1.80367828282478e-06,1
1.08400189268555,-0.634721244029489,3.1353422325469e-06,1
1.94934432220543,2.78592530726717,9.655571309742e-06,1
1.5162703702396,-0.409911493097526,2.5896777934865e-06,1
23.4365852539379,28.1265318921429,4.12886823829212e-06,1
32.0294146658562,46.1127960531577,4.13372930087062e-06,1
64.3144515738894,45.0648589342589,2.59289282012555e-06,1
61.9138161322129,43.1483231172327,0.375072555307412,1
32.0294146658562,46.1127960531577,4.13372930087062e-06,1
66.4847882029375,33.2054202695349,2.30275058840265e-06,1
64.3144515738894,45.0648589342588,2.59289282012555e-06,1
23.4365852539379,28.1265318921429,4.12886823829212e-06,1
23.4365852539379,28.1265318921429,4.12886823829212e-06,1
23.9161087147266,28.1945737057903,0.199896327963549,1
23.2597729628302,27.9144548079481,4.14250101627127e-06,1
32.0294146658562,46.1127960531576,4.13372930087062e-06,1
31.5698477787539,45.3669583476726,0.200036038224879,1
50.452871490139,54.1682882258752,2.95590530772772e-06,1
23.4365852539379,28.1265318921429,4.12886823829212e-06,1
23.2597729628302,27.9144548079481,4.14250101627127e-06,1
32.0294146658563,46.1127960531579,4.13372930087062e-06,1
66.4847882029375,33.2054202695349,2.30275058840265e-06,1
4.20552017133668,2.27811688741924,4.03820151728938e-06,1
6.26243811808853,2.07255939426948,2.57425781007682e-06,1
2.51411031837863,2.06297632034548,5.11218682307171e-06,1
3.94865929217168,0.583363041036502,4.68998390052489e-06,1
1.51115684629283,2.79993752693221,1.29503254098668e-05,1
32.0294146658563,46.1127960531577,4.13372930087062e-06,1
34.5055438375383,99.5932466921588,1.04546699620177e-05,1
1.37332259799396,2.14079569532875,9.52308083891195e-06,1
4.26099732751949,4.25486331711408,4.82857051550697e-06,1
2.0877116327549,1.28649058225456,6.70514359953507e-06,1
32.0294146658563,46.1127960531577,4.13372930087062e-06,1
34.5055438375383,99.5932466921589,1.04546699620177e-05,1
32.0294146658563,46.1127960531577,4.13372930087062e-06,1
43.3920724332397,108.192379603798,6.947515316302e-06,1
3.15196776119562,6.51266438817757,1.20550884479265e-05,1
23.4365852539379,28.1265318921429,4.12886823829212e-06,1
32.0294146658563,46.1127960531577,4.13372930087062e-06,1
32.0294146658562,46.1127960531576,4.13372930087051e-06,1
3.24096437521591,8.0407988159525,1.89032498041196e-05,1
40.3674133255404,84.3136716342569,0.500920809355326,1
34.5055438375383,99.5932466921588,1.04546699620177e-05,1
6.26243811808853,2.07255939426948,2.57425781007687e-06,1
32.0294146658562,46.1127960531576,4.13372930087062e-06,1
