a1,d,g,u
0.138934961327472,2.87460367342716,0,1
-0.478368207305421,3.33421449542747,0,1
0.782205267038973,0.110178023089334,0,1
0.958366500025853,-0.914324617561195,0,1
0.590233370634278,-0.550742773795956,0,1
1.6919003371373,-1.85860472671493,0,1
2.66276284029019,-0.175547832663131,0,1
2.33187948038613,-0.669919854379182,0,1
3.3897955059063,0.55780723921199,0,1
4.28637187340073,0.494053397618674,0,1
2.64396316143966,0.21867545903586,0,1
3.41187861113034,-1.01023969977079,0,1
3.6205987479699,-0.997311188780831,0,1
2.94035909114839,0.0080654166569628,0,1
2.93334285353169,-0.432408333005125,0,1
3.44248533999197,-0.321394871895785,0,1
0.483868281048038,0.466861225154077,0,1
-0.142860431050976,1.49187445248541,0,1
1.63347748541022,-0.924966337365021,0,1
0.71806404896885,-2.77633851596774,0,1
3.75926388096147,0.445552920877139,0,1
1.52613272676707,-0.515214828893884,0,1
3.69729889742135,0.280171911906215,0,1
1.67272547891026,-0.400007050570732,0,1
3.64216153763623,-0.0785245864359456,0,1
3.58668734181609,-0.200204879956936,0,1
0.763221046014819,0.108323721809332,0,1
1.79578416751271,-0.47578334699551,0,1
1.89387156921028,0.0252222366248836,0,1
1.33723523020402,-0.824855293741478,0,1
2.15418191390218,0.216530835186087,0,1
1.26034099432093,0.153082631607742,0,1
2.10498001589103,0.0012614350813318,0,1
1.2361883833438,-0.948233558817509,0,1
1.60951280722703,-0.0323858969312488,0,1
1.31830177017563,1.86514595757998,0,1
1.50123168160024,1.19522391735344,0,1
2.31541471772966,1.87250886122806,0,1
1.08973234529933,0.470574817476155,0,1
1.17558270342106,1.12675648337419,0,1
0.846353766132054,1.55279269697638,0,1
0.0175415991349086,3.5876185656553,0,1
0.581708015100937,0.783315008222075,0,1
0.0521305579026546,2.24178342400235,0,1
1.09482035008558,1.36512938075088,0,1
0.776432744274756,4.17265096040548,0,1
1.94573023666874,6.08454171028882,0,1
1.47549298609439,2.1084677370337,0,1
0.94598073756599,5.21064459786195,0,1
0.931904501949218,1.05767895082951,0,1
0.178722711318753,3.760124899628,0,1
1.55055350414352,-0.492737259757594,0,1
0.69675294714217,1.47024379679892,0,1
0.627908120068829,2.02496114558233,0,1
1.20824552842556,4.46238092488902,0,1
0.376926727668367,-0.0445991629923465,0,1
1.15169306288397,-0.729901364376692,0,1
0.70706133986457,0.849982281978614,0,1
1.69810969981865,0.0006200237839232,0,1
2.07946908103662,-0.399823184682882,0,1
0.332203714476004,2.28263456043364,0,1
0.751762290302455,5.78925105025034,0,1
-0.262469249322134,2.36198480005424,0,1
0.534267486245944,1.67907540216123,0,1
0.382628308324588,0.803050523313796,0,1
0.528866078492281,0.0244298428413785,0,1
2.96558511922601,-1.02211417989307,0,1
3.06969977256006,-3.84969931891917,0,1
0.902160276528913,0.540828587679918,0,1
1.17217747307105,-0.732621734481825,0,1
2.22634742938829,-1.81742721408333,0,1
2.21392836764432,-1.26371414570445,0,1
0.928168414416088,0.0899794775428833,0,1
1.39790520036222,-4.65646345264486,0,1
4.27701969597555,-1.35613187060321,0,1
3.2407714055655,-2.46099811590466,0,1
2.77549518365933,0.0854176731350214,0,1
3.33016308826317,2.10501567854593,0,1
1.86472828255048,1.23741466285607,0,1
