z1,z2,z3
0,1,-1.82651416770669
0,1,-0.0484205891831141
0,1,1.37590711180652
0,1,-0.967525694090855
0,1,-1.82651416770669
0,1,0.445273159124115
0,1,-1.38117811202983
0,1,-0.582203932568567
0,1,0.445273159124115
0,1,-1.38117811202983
0,1,-0.398916989563046
0,1,-3.42571707073652
0,1,1.69074256184639
0,1,-0.771565442851161
0,1,-0.77156544285116
0,1,2.19785156863025
0,1,4.88913520555642
0,1,3.6767309982681
0,1,-1.38117811202983
0,1,2.19785156863025
0,1,-0.221168864329629
0,1,3.6767309982681
0,1,-1.38117811202983
0,1,1.2215329480572
0,1,2.19785156863025
0,1,-0.398916989563046
0,1,3.6767309982681
0,1,-0.0484205891831137
0,1,3.33003757952433
0,1,-0.77156544285116
0,1,-0.77156544285116
0,1,-4.17854123943631
0,1,-3.77190160787796
0,1,-4.69920685151108
0,1,-2.83072801596349
0,1,-2.06201363130785
0,1,0.603526085048609
0,1,-1.38117811202983
0,1,-0.0484205891831148
0,1,-3.42571707073651
0,1,-0.221168864329629
0,1,0.284247109603931
0,1,-0.398916989563046
0,1,0.445273159124115
0,1,1.06789723126901
0,1,-0.582203932568567
0,1,-0.221168864329628
0,1,-0.398916989563046
0,1,0.119869007965154
0,1,1.06789723126901
0,1,0.445273159124114
0,1,-0.221168864329628
0,1,-0.0484205891831141
0,1,0.28424710960393
0,1,0.28424710960393
0,1,-0.77156544285116
0,1,4.88913520555642
0,1,3.6767309982681
0,1,3.33003757952433
0,1,-0.967525694090855
0,1,3.04631958734104
0,1,4.139764609963
0,1,4.139764609963
0,1,2.38386497268885
0,1,4.88913520555643
0,1,0.28424710960393
0,1,3.6767309982681
0,1,-0.048420589183113
0,1,4.88913520555643
0,1,-1.38117811202983
0,1,-1.82651416770669
0,1,3.33003757952433
0,1,-0.221168864329628
0,1,4.88913520555642
0,1,-3.11615842171877
0,1,-3.11615842171877
0,1,0.759612037413116
0,1,-2.56233398904982
0,1,-4.17854123943631
