"","F1"
"1",-1.95864228916281
"2",-2.01730940900192
"3",-1.30347690843454
"4",-0.68758039426188
"5",-1.11767279534794
"6",-1.44938580212202
"7",-0.687580394261886
"8",-1.84451488859938
"9",-1.84451488859937
"10",-0.940402057628157
"11",-0.646740469942938
"12",-0.962142793385195
"13",0.983399685431769
"14",0.227182187707731
"15",-0.0847687805170511
"16",-0.918773166696534
"17",-0.687580394261882
"18",0.6767430981038
"19",-0.962142793385191
"20",-1.6541678412419
"21",2.23828148623372
"22",1.16664444836475
"23",2.26136461246715
"24",4.30346117516337
"25",0.46151484799206
"26",-1.42463989589865
"27",2.2846115575215
"28",-0.486519113583481
"29",2.87745718345003
"30",0.910832085751263
"31",1.07465125255557
"32",0.533281203275509
"33",2.792346701138
"34",3.42906403711884
"35",3.15250614088562
"36",-1.30347690843453
"37",-0.566030575286368
"38",-0.311456411916422
"39",0.00789972503160061
"40",-1.60177830753194
"41",-1.14040127297021
"42",-1.40007001350183
"43",-0.875841323585198
