"","F1"
"1",-2.69966132659513
"2",-2.49689399570904
"3",-2.13634626509347
"4",-1.58633628663739
"5",-1.74900533127232
"6",-1.97421324965804
"7",-1.03325897921411
"8",-2.7351890718231
"9",-2.027092345908
"10",-1.63181691784432
"11",0.158167708432533
"12",-1.14791929724885
"13",1.5258551349038
"14",0.62135854357665
"15",1.71692615555041
"16",1.0046086444282
"17",0.65262991657
"18",2.02796750105906
"19",-1.34862128871176
"20",-2.30992022119977
"21",2.73017972227277
"22",2.02796750105906
"23",2.81920699416126
"24",5.03378774497618
"25",1.60095879459352
"26",-1.82190470445636
"27",3.21504430460479
"28",-1.47581332560993
"29",1.92050486526791
"30",1.43419245381559
"31",0.971840728340212
"32",0.435234427422509
"33",3.44296564060206
"34",3.32605389399515
"35",3.17924652965284
"36",-1.97421324965804
"37",-0.640993516032208
"38",-0.624008854700561
"39",-0.0430074969919897
"40",-2.19284412636746
"41",-1.84666722270822
"42",-1.97421324965804
"43",-1.47581332560993
