"","F1"
"1",-2.63593564721034
"2",-1.96525701850051
"3",-3.13785722984504
"4",-1.19724848985042
"5",-1.25932339099527
"6",-1.50691572232124
"7",-0.948305395180593
"8",-2.883627222421
"9",-2.32570544958009
"10",-0.936409950243034
"11",-0.0015468913392766
"12",-1.18542928106362
"13",0.195309102784301
"14",0.212296076941
"15",0.199509280990081
"16",0.795896731437444
"17",0.164801449398107
"18",0.794570804649404
"19",-0.586320267065532
"20",-4.81193271842294
"21",1.59147559540283
"22",1.56922024967702
"23",1.60113886282002
"24",2.21715804781101
"25",1.73533156219947
"26",-2.87054682976523
"27",2.36192317600172
"28",-1.28527061333643
"29",1.3975647559691
"30",0.601448985189779
"31",-0.165664301877348
"32",0.195844029265144
"33",1.98698902622659
"34",1.93001296132777
"35",1.79419121450023
"36",-1.18333060024263
"37",-0.796894714097988
"38",-1.03303525257354
"39",-0.582831599289436
"40",-2.22797463042217
"41",-1.42899765259874
"42",-1.67221263675459
"43",-1.03463888817156
